Order ID,Order Date,Order Mode,Customer ID,City,Postal Code,Country,Region,Product ID,Product Name,Category,Sub-Category,Sales,Cost Price,Quantity,Discount,List Price,Segment,Correction_Flag
IUW-644935,4/10/2023,In-Store,MV082790,Marston,ST20,England,West Midlands,01JZ3NSZTGKZ5KSVYGV7RNN1ZJ,Thermostatic Shower Valve Kit,Bathroom,Shower Fixtures,39.14,15.496,20,0.35,3.0107692307692306,Bathroom,Corrected
OEJ-207800,3/16/2023,Online,DL056141,Newtown,RG20,England,South East,01JZ3NCAMQEJ0K32JYEVKFZ9W2,Self-Cleaning Cat Litter Box,Pets,Cat Care,199.14,59.497,7,0.16,33.86734693877551,Pets,Corrected
GUN-841824,7/28/2023,In-Store,KA083039,Leeds,LS6,England,Yorkshire & the Humber,01JZ3NRAQ8V1TNRB59CM2DTE39,Coffee Maker,Kitchen,Beverage Appliances,89.14,35.496,16,0.25,7.428333333333334,Kitchen,Corrected
FCM-244773,10/21/2023,Online,FC077811,Liverpool,L33,England,North West,01JZ3NTBD7GFH6HMXCK172XS0F,Tandoori Chicken Skewers,Food,Marinated Meats,7.14,2.696,15,0.0,2.6725629666699215,Meat,Corrected
DDD-751250,8/20/2023,In-Store,FS055715,Burnside,EH52,Scotland,Scotland,01JZ3NCDJMG02H5R6WMNJSD9NZ,Gardening Gloves with Claws,Garden,Garden Tools,24.14,6.997,13,0.35,2.8568047337278104,Garden,Corrected
JDH-740187,7/13/2023,Online,EH020972,Newtown,RG20,England,South East,01JZ3NCBKK548X74R5E8EN8JCP,Stainless Steel Water Pitcher,Kitchen,Drinkware,39.14,11.497,5,0.4,13.046666666666667,Kitchen,Corrected
JLY-652506,10/27/2023,In-Store,BG017774,Merton,SW19,England,London,01JZ3NTAQ8PH0XXPFB9ADQWVNN,Cocoa Powder,Food,Baking Ingredients,3.14,1.096,4,0.04,0.8177083333333334,Baking,Corrected
GKL-955161,9/5/2023,Online,RO053923,Liverpool,L74,England,North West,01JZ3NR49PNQVTK6QH1A81RTN9,Linen Trousers,Clothing,Trousers,44.14,17.496,9,0.08,5.3309178743961345,Bottoms,Corrected
NGJ-298809,6/6/2023,In-Store,VL083988,Birmingham,B12,England,West Midlands,01JZ3NT9481T3VQZB54C6E3KWR,Smoked Salmon,Food,Smoked Seafood,14.14,5.496,19,0.25,0.992280701754386,Seafood,Corrected
MHF-475976,12/18/2023,Online,VF013578,Horton,BS37,England,South West,01JZ3NR8YRC23H2YC96RPB515H,Magnetic Spice Containers,Kitchen,Kitchen Storage & Organization,24.14,9.496,6,0.0,3.23088084460335,Kitchen,Corrected
VJE-451828,10/24/2023,In-Store,UX061535,Newton,NG34,Scotland,Scotland,01JZ3NR546PS969FMS46Y0DA7E,Spicy Kimchi,Food,Fermented Condiments,3.94,1.416,14,0.3,0.40204081632653066,Condiments,Corrected
XEY-904640,6/28/2023,Online,BY015380,Halton,LS9,England,Yorkshire & the Humber,01JZ3NCAZMQ30TZMJQENDHY0A4,Mango Sticky Rice Dessert,Food,Asian Desserts,3.65,0.85,6,0.09,0.6684981684981685,Frozen Desserts,Corrected
GIA-216415,11/3/2023,In-Store,BK071778,Hatton,CV35,England,London,01JZ3NTFNRTV1V6EBA4GMC8JXT,Baked Mac and Cheese,Food,Frozen Meals,5.14,1.896,10,0.17,0.619277108433735,Frozen Foods,City not in reference
USF-822921,12/18/2023,Online,WK092369,Kingston,DT10,England,South West,01JZ3NCG55P0NX0TPWF98HH442,Italian Meatballs,Food,Processed Meats,7.64,2.047,1,0.15,8.988235294117647,Meat,Corrected
PJB-135309,2/14/2023,In-Store,RC074892,Church End,N3,England,East of England,01JZ3NT8YM3NHYGDCGE9ZZ8H3H,Acoustic Guitar,Music,Instruments,199.14,79.496,13,0.14,17.81216457960644,Music,Corrected
BCC-190524,12/7/2023,Online,ER081600,Milton,NG22,England,East Midlands,01JZ3NR9BREN1RGFHWEAH0J4HJ,Silicone Baking Cups,Kitchen,Baking Accessories,10.14,3.896,7,0.26,1.9575289575289578,Kitchen,Corrected
TYA-605528,6/29/2023,In-Store,EG007010,Kingston,DT10,England,South West,01JZ3NR40HK6JXB83ES2W6816G,Spicy Roasted Nuts,Food,Savory Snacks,4.14,1.496,15,0.4,0.45999999999999996,Snacks,Corrected
XXD-515005,8/28/2023,Online,QR002438,Norton,NN11,England,East Midlands,01JZ3NR0AS8VRF25N81G6HYGEW,Herbal Tea Variety Pack,Food,Herbal Tea,4.14,1.496,8,0.0,1.8066251657827634,Beverages,OK
RMU-430810,2/28/2023,In-Store,LT006441,Craigavon,BT66,Northern Ireland,Northern Ireland,01JZ3NR54GNP566953HCSRASNA,Plant-Based Protein Bars,Health,Fitness & Nutrition,19.14,7.496,17,0.09,1.2372333548804137,Health,Corrected
TQE-075955,3/19/2023,Online,RT015937,Ford,GL54,England,South West,01JZ3NCF7BHM81AY6K3RCV1V3E,Ethically-Sourced Coffee Beans,Food,Coffee,9.14,2.497,17,0.01,0.5430778371954843,Beverages,Corrected
DEA-474836,6/8/2023,In-Store,MP054592,Belfast,BT2,Northern Ireland,Northern Ireland,01JZ3NT7W6RZMZRVH016PQBKF1,Teriyaki Salmon Fillets,Food,Prepared Seafood,9.14,3.496,4,0.38,3.685483870967742,Seafood,Corrected
VXP-656815,12/28/2023,Online,NK041669,Sheffield,S33,England,Yorkshire & the Humber,01JZ3NR2S38117780N913JRKC4,Smoky BBQ Jackfruit,Food,Meat Alternatives,4.14,1.496,11,0.14,0.4376321353065539,Grocery,Corrected
NUD-006263,10/31/2023,In-Store,SK025091,Aston,TF6,England,West Midlands,01JZ3NR6V25GCZP5ZQAJ7E54YY,Pecan Nuts,Food,Nuts and Seeds,5.64,2.096,2,0.05,2.968421052631579,Snacks,Corrected
DFI-847648,2/25/2023,Online,AG034492,Sutton,CT15,England,South East,01JZ3NT2Z6CKEVNJ7HND478GQX,Dishwasher Safe Cutting Board,Kitchen,Cutting Boards & Utensils,22.14,8.696,19,0.12,1.3241626794258374,Kitchen,Corrected
CSN-922527,4/29/2023,In-Store,LT041837,East End,BH21,England,North West,01JZ3NRAVPTXCWWN3STM2EWMGM,Hand Mixer,Kitchen,Blenders & Juicers,29.14,11.496,6,0.39,7.961748633879782,Kitchen,Corrected
WSF-498468,9/4/2023,Online,YM089156,Upton,WF9,England,East Midlands,01JZ3NC9SEH4HNDX32D5H11AMJ,Silicone Baking Molds,Kitchen,Baking Accessories,15.14,4.297,5,0.0,2.483468288324913,Kitchen,Corrected
RBM-960441,12/8/2023,In-Store,AI055492,Bristol,BS41,England,South West,01JZ3NCH573KYRFG5H0K51WSGV,Almond Joy Snack Bars,Food,Healthy Snacks,2.14,0.397,14,0.25,0.20380952380952383,Snacks,Corrected
BOM-036853,12/6/2023,Online,VS019486,Whitchurch,BS14,England,South West,01JZ3NT8JSS089KE9XP1XVZJVG,Decorative Throw Pillows,Home,Decorative Wall Art & Accessories,29.14,11.496,12,0.06,2.5833333333333335,Home,Corrected
FMK-225304,8/23/2023,In-Store,ZK063386,Newbiggin,NE46,England,North East,01JZ3NTE6WTWV21610D2DBGF7T,Vegetable Fried Rice Mix,Food,Frozen Meals,3.14,1.096,2,0.33,2.3432835820895526,Frozen Food,Corrected
WQA-077594,6/5/2023,Online,SU088002,Aston,TF6,England,West Midlands,01JZ3NTB531HEMGKWM0NBEYD5Q,Chili Beans (canned),Food,Canned Vegetables,0.84,0.176,17,0.12,0.05614973262032085,Canned Goods,OK
SCT-913307,11/26/2023,In-Store,XB009407,Marston,ST20,England,West Midlands,01JZ3NT1CY4423EQ1EXZJ9YY0K,Air Mattress,Outdoor,Camping Equipment,49.14,19.496,1,0.29,69.21126760563381,Outdoor,Corrected
OUG-380190,8/12/2023,Online,ZN007702,Newtown,RG20,England,South East,01JZ3NC9EZBP2T7YDV2PS1NRGY,Wireless Keyboard and Mouse Combo,Electronics,Computer Accessories,34.14,9.997,8,0.16,5.080357142857143,Electronics,Corrected
BOL-030695,3/14/2023,In-Store,HR022991,Whitchurch,BS14,England,South West,01JZ3NR8E0X240BSACBBWCETN2,Insulated Coffee Mug,Kitchen,Drinkware,24.14,9.496,19,0.0,3.332442740246866,Kitchen,Corrected
NWU-152895,5/16/2023,Online,TX016353,Denton,M34,England,North West,01JZ3NTPEJEGD0WK256NKJTFW0,LED Flashing Pet Collar,Pets,Pet Accessories,14.14,5.496,10,0.16,1.6833333333333333,Pets,Corrected
ELQ-790606,4/14/2023,In-Store,IU070986,London,WC1B,England,London,01JZ3NR77XH2N21FN18ENJXQ5N,Peanut Butter Banana Smoothie Mix,Food,Smoothies,3.64,1.296,5,0.02,0.7428571428571429,Beverages,Corrected
ACQ-327498,3/2/2023,Online,ZN007702,Stapleford,LN6,England,East Midlands,01JZ3NC9EZBP2T7YDV2PS1NRGY,Wireless Keyboard and Mouse Combo,Electronics,Computer Accessories,34.14,9.997,8,0.05,4.492105263157895,Electronics,OK
OVW-438719,7/31/2023,In-Store,RD030666,Wirral,CH48,England,North West,01JZ3NT8QR7XQTZH87MYWDXECH,Spinach Feta Wraps,Food,Wraps/Rolls,3.44,1.216,8,0.2,0.5375,Deli,OK
OKI-923001,5/12/2023,Online,DZ023531,Aston,TF6,England,West Midlands,01JZ3NR2QSK8TSZDXPHYCYRMP7,Luxury Memory Foam Mattress Topper,Home,Bedding & Linens,129.14,51.496,6,0.21,27.24472573839662,Home,Corrected
PWV-237130,3/29/2023,In-Store,RB058689,Twyford,LE14,England,East Midlands,01JZ3NT8WWGJQBAC3MR3NZHYY1,Cauliflower Pizza Crust,Food,Frozen Pizza Crusts,5.14,1.896,17,0.11,0.33972240581625907,Frozen Foods,Corrected
UQA-515555,9/4/2023,Online,KM010380,Newport,NR29,England,East of England,01JZ3NR47M60NT642N0XTF1QTR,Wine Glasses,Home,Kitchen Accessories,29.14,11.496,13,0.36,3.5024038461538463,Home,Corrected
GTU-865124,9/16/2023,In-Store,DM035468,London,EC1V,England,London,01JZ3NT1FA59SZQPFH19E0638A,Basil-infused Olive Oil,Food,Infused Oils,6.14,2.296,6,0.08,1.11231884057971,Cooking Oil,Corrected
TBC-866453,9/17/2023,Online,TX016353,Kingston,DT10,England,South West,01JZ3NTPEJEGD0WK256NKJTFW0,LED Flashing Pet Collar,Pets,Pet Accessories,14.14,5.496,5,0.0,8.009111828518586,Pets,Corrected
OXN-432956,2/25/2023,In-Store,NI025124,Tullich,AB55,Scotland,Scotland,01JZ3NCFA5NAWJSVW1Q4M6JTC7,Sea Salt Tortilla Chips,Food,Savory Snacks,1.64,0.247,10,0.12,0.18636363636363634,Snacks,Corrected
TQT-785468,9/16/2023,Online,QP036940,Bradford,BD7,England,Yorkshire & the Humber,01JZ3NQZAMJTTQK658V44BYWK6,Cat Scratching Post with Toys,Pets,Cat Furniture,44.14,17.496,16,0.09,3.0315934065934065,Pets,Corrected
JLL-472559,12/7/2023,In-Store,AF014962,Buckland,CT16,England,South East,01JZ3NCB7CM2B8ZGEG6PPSPCRG,Garden Vegetable Chips,Food,Vegetable Snacks,2.64,0.547,12,0.21,0.27848101265822783,Snacks,Corrected
FZK-010637,1/1/2023,Online,DJ065927,Milton,AB56,England,East Midlands,01JZ3NQZK7YH2P6M47E6DA3ZR2,Silicone Baking Mat,Kitchen,Baking Accessories,15.14,5.896,4,0.28,5.256944444444445,Kitchen,Corrected
PFR-065872,5/17/2023,In-Store,OL051265,Stapleford,LN6,England,East Midlands,01JZ3NSZT69Q5YCQ36E7EMQJ26,Coconut Water,Food,Natural Beverages,1.64,0.496,1,0.22,2.102564102564102,Beverages,Corrected
VIZ-336988,5/26/2023,Online,QO024751,Thorpe,BD23,England,Yorkshire & the Humber,01JZ3NR2HM9DE39M9WJSA1TM5B,Cork Yoga Mat,Fitness,Yoga Equipment,39.14,15.496,20,0.3,2.795714285714286,Fitness,Corrected
OBC-284207,11/23/2023,In-Store,FF005406,Walton,CV35,England,West Midlands,01JZ3NRA3XSB3YN395Q3NAB5RQ,Interchangeable Watch Bands,Accessories,Watches,24.14,9.496,10,0.12,2.743181818181818,Accessories,Corrected
PGZ-264765,10/4/2023,Online,WT058790,Newport,NR29,England,East of England,01JZ3NT1E4RWQHFS3TCX5078CZ,Creamy Avocado Dip,Food,Dips and Spreads,2.64,0.896,1,0.22,3.3846153846153846,Snacks,Corrected
EEM-010875,12/25/2023,In-Store,MJ046433,Marston,ST20,England,West Midlands,01JZ3NT56PV7E8E25VAQHV3M4D,Portable Hammock with Stand,Outdoor,Camping Equipment,69.14,27.496,18,0.09,4.221001221001221,Outdoor,OK
IKD-294455,2/2/2023,Online,WL067890,East End,BH21,England,North West,01JZ3NC9RVVD2Q59Q4S0F56Y3S,Electric Wax Warmer,Home,Home Fragrance & Accessories,22.14,6.397,2,0.14,12.872093023255815,Home,Corrected
EOM-427297,10/7/2023,In-Store,RA089082,Dean,OX7,England,South East,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,Oversized Denim Shirt,Clothing,Casual Shirts,49.14,19.496,17,0.32,4.250865051903115,Shirts,Corrected
OSY-857968,9/27/2023,Online,YG071594,Glasgow,G4,Scotland,Scotland,01JZ3NR4MH8B1KD1DG3FYRNSBN,Rice Pilaf Mix,Food,Convenience Meal Kits,1.74,0.536,5,0.37,0.5523809523809524,Grains,Corrected
MDG-323826,8/15/2023,In-Store,DC062483,West End,DN36,England,East Midlands,01JZ3NT0RKNDQ9KVA7582RNHZZ,Coconut Rice,Food,Frozen Meals,1.44,0.416,8,0.25,0.24,Frozen,Corrected
MNR-228779,9/27/2023,Online,ZH026809,Normanton,LE15,England,East of England,01JZ3NTPZR31JG9JMFGGH243ZD,Garden Hose,Garden,Garden Supplies,32.14,12.696,11,0.12,3.3202479338842976,Garden,City not in reference
VWZ-562480,3/18/2023,In-Store,UK043146,Craigavon,BT66,Northern Ireland,Northern Ireland,01JZ3NC95QFKZKGKHZ6CQ5BVD1,Pepper Jack Cheese Sticks,Food,Savory Snacks,1.64,0.247,6,0.24,0.3596491228070175,Snacks,Corrected
AYS-394071,8/18/2023,Online,CN092844,London,W1F,England,London,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Food,Frozen Meals,8.14,2.197,13,0.0,1.128747105167702,Frozen Food,Corrected
GGU-272979,7/19/2023,In-Store,RA089082,Sheffield,S33,England,Yorkshire & the Humber,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,Oversized Denim Shirt,Clothing,Casual Shirts,49.14,19.496,13,0.17,4.55421686746988,Shirts,Corrected
ZGW-144408,8/1/2023,Online,YK053180,Stapleford,LN6,England,East Midlands,01JZ3NR3MVFN27ZZ8NK4FBBGAR,Scented Candle Set,Home,Home Fragrance & Accessories,24.14,9.496,13,0.0,11.053893504239012,Home,Corrected
ZTW-109953,11/20/2023,In-Store,JH027246,Liverpool,L33,England,North West,01JZ3NCFRSR5ZDH7AKM9YBDN53,Bamboo Toothbrush Holder,Health,Oral Care & Hygiene,14.14,3.997,2,0.35,10.876923076923077,Health,Corrected
ZHN-471722,5/19/2023,Online,MP054592,Belfast,BT2,Northern Ireland,Northern Ireland,01JZ3NT7W6RZMZRVH016PQBKF1,Teriyaki Salmon Fillets,Food,Prepared Seafood,9.14,3.496,9,0.33,1.5157545605306801,Seafood,Corrected
VKV-792803,11/10/2023,In-Store,FW074690,Kinloch,PH43,Scotland,Scotland,01JZ3NR44M2MFTMNEHS500ZHDF,Honey Roasted Chickpeas,Food,Savory Snacks,2.44,0.816,4,0.11,0.6853932584269663,Snacks,Corrected
JYD-394408,9/18/2023,Online,TR039952,Stapleford,LN6,England,East Midlands,01JZ3NR3DNVF9E9SK32JNMT4MJ,Portable Phone Charger,Accessories,Mobile Accessories,29.14,11.496,15,0.33,2.8995024875621893,Accessories,Corrected
PQI-809666,3/28/2023,In-Store,KM010380,Milton,NG22,England,East Midlands,01JZ3NR47M60NT642N0XTF1QTR,Wine Glasses,Home,Kitchen Accessories,29.14,11.496,12,0.16,2.890873015873016,Home,Corrected
EJJ-875365,12/30/2023,Online,WP043997,Manchester,M14,England,North West,01JZ3NTJFKDYFF4DQNRVME9WNQ,Herbal Tea Sampler Box,Food,Beverages,29.14,11.496,15,0.03,2.002749140893471,Food,OK
BFM-643320,11/18/2023,In-Store,LE096161,Linton,BD23,England,North East,01JZ3NR1JY7YRFR16GWKJJ9KM7,Striped Long Sleeve Shirt,Clothing,Casual Shirts,29.14,11.496,1,0.2,36.425,Shirts,City not in reference
DKA-947499,8/23/2023,Online,CD028083,Craigavon,BT66,Northern Ireland,Northern Ireland,01JZ3NCG1XR9VE4JBYB92Z3Y93,Spicy Thai Coconut Soup,Food,Specialty Soups,3.14,0.697,2,0.12,1.7840909090909092,Soups,Corrected
OYA-123153,10/24/2023,In-Store,FP077912,Edinburgh,EH9,Scotland,Scotland,01JZ3NR2RVZ1W8WTPC7ER64CQ1,Beef Stroganoff Meal Kit,Food,Frozen Dinner Kits,12.14,4.696,5,0.39,3.9803278688524593,Frozen Meals,Corrected
ZWM-830762,10/30/2023,Online,SK025091,Ford,GL54,England,South West,01JZ3NR6V25GCZP5ZQAJ7E54YY,Pecan Nuts,Food,Nuts and Seeds,5.64,2.096,12,0.38,0.7580645161290323,Snacks,Corrected
ACF-954607,10/26/2023,In-Store,TV043812,Wirral,CH48,England,North West,01JZ3NCAP9JHYCTQDR0BNTHYGQ,Fashionable Belt Bag,Accessories,Bags,34.14,9.997,15,0.16,2.7095238095238097,Accessories,Corrected
UPF-180290,9/12/2023,Online,UQ041561,Normanton,LE15,England,South West,01JZ3NCAD0DP22CG9M1J1RETVP,Fleece Throw Blanket,Home,Bedding & Linens,29.14,8.497,14,0.18,2.538327526132404,Home,City not in reference
NVQ-328064,10/6/2023,In-Store,QA049932,Birmingham,B12,England,West Midlands,01JZ3NSW8ZT7AD3MSSXBVS136P,USB Desk Fan,Home,Home Appliances,14.14,5.496,4,0.26,4.777027027027027,Home,Corrected
NSJ-940044,10/23/2023,Online,HD083057,Tullich,AB55,Scotland,Scotland,01JZ3NSWVC3NS2GSX3QTTG70ZH,Educational STEM Kit,Toys,STEM Learning Toys,35.14,13.896,17,0.09,2.271493212669683,Toys,Corrected
XYT-938568,9/10/2023,In-Store,MC063078,Charlton,OX12,England,South East,01JZ3NCA1W3F3MY6XR6THXQSAH,Coconut Cream Pie Mix,Food,Mixes,4.14,0.997,4,0.26,1.3986486486486485,Baking,Corrected
IYT-848886,10/11/2023,Online,TW046151,Middleton,LE16,England,East Midlands,01JZ3NR1VXZ3RN4MNGD0MCCTTM,Savory Rice Cakes,Food,Savory Snacks,1.65,0.5,7,0.3,0.33673469387755106,Snacks,Corrected
UUR-511938,4/13/2023,In-Store,ML060791,Eaton,DN22,England,East Midlands,01JZ3NTA4KZANMBYZ84VNQSBYX,Andouille Sausage,Food,Processed Meats,4.64,1.696,7,0.23,0.8608534322820035,Meat,Corrected
DQW-061697,5/28/2023,Online,KJ002476,London,SW1E,England,London,01JZ3NTBJV0DHTMP743FW430FD,Classic White T-Shirt,Clothing,T-Shirts,19.14,7.496,7,0.08,2.972049689440994,Tops,Corrected
WBF-380115,2/12/2023,In-Store,UK042725,Sheffield,S33,England,Yorkshire & the Humber,01JZ3NCBDNPX0E32472V2XS7NK,Silicone Baking Mats,Kitchen,Baking Accessories,19.14,5.497,9,0.38,3.4301075268817205,Kitchen,Corrected
EYJ-108820,11/27/2023,Online,LT041837,Church End,CB4,England,East of England,01JZ3NRAVPTXCWWN3STM2EWMGM,Hand Mixer,Kitchen,Blenders & Juicers,29.14,11.496,4,0.18,8.884146341463413,Kitchen,Corrected
XEI-055755,7/27/2023,In-Store,XY043257,London,WC2H,England,London,01JZ3NSY7S8J28S844AZSMKYE9,Chic Jumpsuit,Clothing,Jumpsuits,89.14,35.496,1,0.29,125.54929577464789,Jumpsuits,Corrected
ERI-395213,12/29/2023,Online,GM070527,Upton,DN21,England,East Midlands,01JZ3NC9JWB0J9QBNBQQS9ZRY7,Smart Wi-Fi Light Bulbs,Smart Home,Smart Lighting,19.14,5.497,8,0.27,3.2773972602739727,Smart Home,Corrected
RDP-330457,2/28/2023,In-Store,EB020382,Aberdeen,AB39,Scotland,Scotland,01JZ3NCANMKZ7CT3PF9EFBSTJ9,Reclining Camping Chair,Outdoor,Camping Equipment,49.14,14.497,12,0.24,5.388157894736842,Outdoor,Corrected
IZM-541607,3/29/2023,Online,RP040536,Eaton,DN22,England,East Midlands,01JZ3NR848MR60K9R4D5B78F2T,Homestyle Chicken Noodle Soup,Food,Soups & Broths,2.14,0.696,13,0.32,0.24208144796380093,Canned Goods,Corrected
KIH-568162,11/22/2023,In-Store,QM000750,Marston,ST20,England,West Midlands,01JZ3NR1M67CYX605DCP871281,Electric Bike,Bicycles,Bicycles,899.14,359.496,1,0.28,1248.8055555555557,Bicycles,Corrected
OZV-012577,7/9/2023,Online,VN020488,Buckland,CT16,England,South East,01JZ3NCA3JNK3N2STPPV4FAQ80,Compressible Packing Cubes,Travel,Travel Accessories,29.14,8.497,8,0.39,5.971311475409836,Travel,Corrected
MRL-119805,4/26/2023,In-Store,PQ079827,Buckland,CT16,England,South East,01JZ3NTHCVTQ0851GWVFS0XBZ4,Portable Grill Cover,Outdoor,Grilling Accessories,24.14,9.496,8,0.26,4.077702702702703,Outdoor,Corrected
ZQX-003879,7/12/2023,Online,PY020970,Kirkton,KW10,Scotland,Scotland,01JZ3NT4A3KX3AY9Y9M7DR9C8P,Banana Peanut Butter Smoothie,Food,Frozen Smoothies,4.64,1.696,14,0.01,0.3347763347763348,Frozen Foods,Corrected
EQJ-680626,2/9/2023,In-Store,TR063844,Aberdeen,AB39,Scotland,Scotland,01JZ3NTE7RARHN1AMVJRBX9YB7,Tandoori Chicken Marinade,Food,Marinades and Sauces,1.64,0.496,5,0.14,0.38139534883720927,Condiments,Corrected
JOK-195281,5/17/2023,Online,JH027246,Brampton,NR34,England,East of England,01JZ3NCFRSR5ZDH7AKM9YBDN53,Bamboo Toothbrush Holder,Health,Oral Care & Hygiene,14.14,3.997,16,0.26,1.1942567567567568,Health,Corrected
LMY-714091,1/4/2023,In-Store,MW024382,Bristol,BS41,England,South West,01JZ3NRA23JAGBH44BW5RPJQ1Q,Oven-Baked Parmesan Zucchini,Food,Frozen Veggie Snacks,4.14,1.496,18,0.28,0.3194444444444444,Frozen Vegetables,Corrected
UOY-648583,8/18/2023,Online,WW057085,Aberdeen,AB39,Scotland,Scotland,01JZ3NCEW3PQZ56BG8RRZ1H49N,Vegetarian Pizza,Food,Frozen Vegetarian Meals,4.64,1.147,16,0.0,0.7345791724425446,Frozen Foods,Corrected
INK-105579,11/15/2023,In-Store,UE005686,Pentre,SY4,Wales,Wales,01JZ3NR921JVWNDYCKF47QPSZT,Buttermilk Pancakes,Food,Pancakes & Waffles,3.14,1.096,14,0.28,0.3115079365079365,Breakfast,Corrected
BWF-840819,8/24/2023,Online,MJ023223,Birmingham,B40,England,West Midlands,01JZ3NCH34Q66T8FMPAAQMK19N,Folding Pocket Knife,Tools,Hand Tools,24.14,6.997,3,0.25,10.72888888888889,Tools,Corrected
FDV-380937,2/14/2023,In-Store,BB040839,Charlton,OX12,England,South East,01JZ3NCA9YGQS0HMZEB2H5DRPY,Raisin Cinnamon Granola,Food,Granola,2.94,0.637,17,0.0,0.527116860818532,Cereals,Corrected
UPQ-051664,11/7/2023,Online,JZ004144,Wootton,NN4,England,East Midlands,01JZ3NT4QPXXP40DE0G1X47N4Q,Watercolor Paint Set,Art Supplies,Painting Supplies,19.14,7.496,3,0.26,8.621621621621623,Art Supplies,Corrected
XCI-432905,4/17/2023,In-Store,UC075007,Edinburgh,EH9,Scotland,Scotland,01JZ3NR7BE0HQS2S5TQHYV1DN0,Pumpkin Pie Spice,Food,Baking Ingredients,2.14,0.696,7,0.25,0.40761904761904766,Baking,Corrected
VYZ-898578,6/23/2023,Online,KI037478,Birmingham,B40,England,West Midlands,01JZ3NCB5R7WXNY1S2F6S3AFQA,Electric Stir Fry Pan,Kitchen,Cooking Appliances,49.14,14.497,13,0.17,4.55421686746988,Kitchen,Corrected
QZM-781194,3/27/2023,In-Store,QW076708,Sheffield,S33,England,Yorkshire & the Humber,01JZ3NR2636X7KVN84BQPBH7YC,Fitness Mat,Fitness,Fitness Accessories,49.14,19.496,5,0.01,9.927272727272728,Fitness,Corrected
SUR-376492,10/30/2023,Online,KW071085,Thorpe,BD23,England,Yorkshire & the Humber,01JZ3NR0C89AXMBXXMQN9G2C5D,Water-Resistant Bluetooth Speaker,Audio,Portable Speakers,59.14,23.496,3,0.32,28.99019607843137,Audio,Corrected
CST-740790,12/24/2023,In-Store,II051569,Seaton,LE15,England,East Midlands,01JZ3NR78T607XN8MYTVSVSVAR,Peach Mango Smoothie Mix,Food,Smoothies,5.14,1.896,2,0.19,3.172839506172839,Beverages,Corrected
SUO-360313,11/19/2023,Online,TB040589,Norton,NN11,England,East Midlands,01JZ3NR48SVNPYA28XHBJZPKHM,Foldable Yoga Mat Carry Bag,Fitness,Yoga Equipment,18.14,7.096,8,0.32,3.334558823529412,Fitness,Corrected
RMP-987223,9/9/2023,In-Store,CP013476,Sheffield,S1,England,Yorkshire & the Humber,01JZ3NC9H9NMH4TCQ6YHXFEWT1,Ranch Dressing,Food,Dressing,1.74,0.277,20,0.0,0.15744291479585598,Condiments,Corrected
PCI-391799,12/10/2023,Online,FX008936,Brampton,NR34,England,East of England,01JZ3NR35530H2HQJ328MVW3PM,Creamy Ranch Dressing,Food,Dressings,1.64,0.496,2,0.14,0.9534883720930232,Dressings,Corrected
UHR-630821,8/5/2023,In-Store,RI031264,Craigavon,BT66,Northern Ireland,Northern Ireland,01JZ3NCBRMFKQ497PC6WYMQVJM,Spicy Tuna Rolls,Food,Sushi,5.64,1.447,19,0.1,0.32982456140350874,Seafood,Corrected
OCX-716316,2/1/2023,Online,HV019230,Seaton,LE15,England,East Midlands,01JZ3NR5CYB0ACTXQRHR2TPBTM,Vegan Chickpea Salad,Food,Salads,3.14,1.096,15,0.11,0.2352059925093633,Prepared Foods,Corrected
XVZ-743941,12/9/2023,In-Store,SU079831,Tullich,AB55,Scotland,Scotland,01JZ3NTHC8ZCSRX314CW39GE63,Italian Marinara Sauce,Food,Pasta Sauces,2.44,0.816,8,0.0,0.4946690216289261,Sauces,Corrected
SGL-085401,3/12/2023,Online,FC010468,London,W1F,England,London,01JZ3NCGJCAVD5QFZEB9W8SRJ7,Honey Mustard Dip,Food,Dips & Spreads,2.44,0.487,19,0.18,0.15661103979460844,Condiments,Corrected
FHW-959091,3/25/2023,In-Store,ST070258,Bristol,BS41,England,South West,01JZ3NTK0PF89ZMV5TTW1QK36S,Basil Lemonade,Food,Herbal Beverages,2.14,0.696,5,0.34,0.6484848484848486,Beverages,Corrected
KRY-359649,3/7/2023,Online,VN032443,Edinburgh,EH9,Scotland,Scotland,01JZ3NCC6RCGFZ9A3K2ZBBZ4AF,Black Bean & Corn Salad,Food,Vegetarian Salads,3.14,0.697,15,0.19,0.2584362139917695,Salads,Corrected
QYK-714695,11/7/2023,In-Store,ZN007702,East End,BH21,England,North West,01JZ3NC9EZBP2T7YDV2PS1NRGY,Wireless Keyboard and Mouse Combo,Electronics,Computer Accessories,34.14,9.997,5,0.08,7.421739130434782,Electronics,Corrected
KXF-720738,9/14/2023,Online,WZ079454,Ford,GL54,England,South West,01JZ3NT3DZNMWT1JQS7XFA880R,Peanut Butter Granola,Food,Granola/Cereal,4.14,1.496,18,0.31,0.33333333333333337,Breakfast,Corrected
